ISBN,Year,Subjects,Publisher,Language
0385299087,1991,"['Producción y dirección', 'Television']",Delacorte Press,English
0385247958,1992,"['Miscellanea', 'Science']",Doubleday,English
1853260533,1992,"['Ghost stories', 'English ghost stories']",Wordsworth Editions,English
0380978822,2002,"['Serial murders', 'Jessie Arnold (Fictitious character)']",Morrow,English
0380978091,2000,"['Forgiveness', 'Fiction']",Bard,English
0679762906,1996,"['Computer networks -', 'Digital communications -']",Vintage Books,English
0446386405,1989,"['Cats', 'Humor']",Grand Central Publishing,English
0099269325,2000,"['Fiction', 'Murder']",Arrow Books,English
3442414989,1995,,Wilhelm Goldmann Verlag GmbH,German
0671522663,1994,"['Vietnamese Conflict, 1961-1975', 'Fiction']",Pocket Books,English
0140014853,1977,"['Romance', 'Classic Literature']",Penguin Books,English
0440114330,1977,"['Human-alien encounters', 'Fiction']",Dell Publishing Co,English
0590461265,1993,"['Dating (social customs), fiction', ""Children's fiction""]",Scholastic,English
0451457307,1998,"['Women detectives', 'Fiction']",Roc,English
0440225906,1999,"['Andrew Dalziel (Fictitious character)', 'England']",Dell,English
0590452568,2004,"['American Horror tales', ""Children's fiction""]",Scholastic,English
0440109930,1987,"['Fiction', 'Private investigators']",Dell Pub. Co.,English
059043389X,1990,"['adventure and adventurers', 'Adventure stories']",Scholastic Inc.,English
0440115450,1980,"['Open Library Staff Picks', 'Genetic engineering']",Dell,und
8495501651,2000,,Suma de Letras,Spanish
0440225116,1998,"['Women architects', 'Domestic fiction']",Dell Publishing,English
0440164842,1987,"['Businesspeople', 'Fiction']",Dell,English
8804497033,2002,,Mondadori (Italy),Italian
8483140004,1998,,Booket,Spanish
8466612815,2003,"['Politics and government', 'Humor']",Ediciones B,Spanish
0060192895,1999,"['Fiction', 'Navajo Indians']",HarperCollins,English
0451208501,2003,"['Amish', 'Pennsylvania']",Signet,English
0451458540,2002,"['Fantasy fiction', 'Fiction, fantasy, general']",ROC,English
0451208293,2003,"['Impostors and imposture', 'Fiction']",Signet,English
0609600788,2000,"['God', 'Experience (Religion)']",Harmony Books,English
8434840472,1996,,SM,Spanish
0590997289,1997,"['Fantasy', 'Extraterrestrial beings']",Scholastic Inc.,Portuguese
0553572024,1999,"['Fiction, mystery & detective, general', 'Darling, annie laurance (fictitious character), fiction']",Random House Publishing Group,English
055357227X,1996,"['Fiction', 'Micronesia in fiction']",Bantam Books,English
0425193764,2003,"['Fiction, thrillers, general', 'Internet, fiction']",Berkley Books,English
8437605229,1987,"['Continental european fiction (fictional works by one author)', 'Fiction']",Caro Raggio,Spanish
0590629816,1996,"['Fantasy', 'Fiction']",Scholastic,English
8440648324,1999,"['Fiction in English', 'Juden']",Ediciones B,Spanish
0590568760,1996,"['Head', 'Shrunken heads']",Scholastic,English
0060175532,2000,"['Women', 'Fiction']",HarperCollins Publishers,English
0590037145,1999,"['Fiction', 'Stories in rhyme']",Scholastic,English
0440183669,1986,"['Pharmaceutical industry', 'Fiction']",Dell,English
0440222877,1998,"['Fiction, suspense']",Random House Publishing Group,English
9500723549,1995,"['Caricaturas', 'Caricatures and cartoons']",Sudamericana-Lumen,Spanish
0440222915,1996,"['Man-woman relationships, fiction', 'Historical fiction']",Dell Publishing Company,English
0006546684,1994,"['Farm life', 'Fiction']",Flamingo,English
0451410491,2002,"['Fiction', 'Crime']",Onyx,English
0553576615,1998,,Bantam,English
0440200563,1988,"['Fiction', 'Parent and child']",Dell,English
0553579835,1998,"['Conspiracy', 'Fiction']",Bantam Books,English
0553579231,1999,"['Fiction, general']",Bantam Books,English
0553579215,2000,"['Fiction', 'Sculptors']",Bantam Books,English
055357857X,1998,"['Murder', 'Investigation']",Bantam Books,English
0006471641,1993,"['Francis Urquhart (Fictitious character)', 'Prime ministers']",HarperCollins,English
0440218802,1994,"['British Personal narratives', 'Great Britain']",Island Books/Dell Publ.,English
0440218667,1994,"['Medical students', 'Teaching hospitals']",Dell,English
0007122039,2001,"['English Short stories', 'Fiction, short stories (single author)']",HarperCollins,English
0440216745,1994,"['Fiction, general']",Dell,English
0440224039,1997,"['Fiction', 'Trials (Murder)']",Dell,English
0553801198,2001,"['Runaway teenagers', 'Novel']",Bantam Books,English
0440209862,1998,"['Dismas Hardy (Fictitious character)', 'Open Library Staff Picks']",Dell Pub.,English
0440208300,1994,"['Mothers and sons', 'Marriage']",Dell,English
0451406176,1995,"['Fiction', 'Romance']",Topaz Book,English
0440206324,1990,"['Fiction', 'Islands']",Dell,English
0440206146,1990,"['Fiction', 'Super Bowl in fiction']",Dell,English
0451452615,1993,"['American Satire', 'Parodies, imitations']",New American Library,English
0060011912,2003,"['Mystery', 'Fiction']",HarperTorch,English
0553574132,1997,"['Fiction', 'Han Solo (Fictitious character)']",Bantam Books,English
0440226457,1998,"['Swagger, bob lee (fictitious character), fiction', 'Idaho, fiction']",Island Books,English
0425183181,2002,"['American Love stories', 'Fiction']",Berkley Books,English
0671521705,1995,"['Fiction', 'Life']",Pocket Books,English
0425156966,1997,"['Women detectives', 'Benni Harper (Fictitious character)']",Berkley,English
0671025864,1999,"['Single people', 'Fiction']",Washington Square Press,English
0425153088,1996,"['Duncan Kincaid (Fictitious character)', 'James, Gemma (Fictitious character : Crombie)']",Berkley Prime Crime,English
0671025570,1999,"['Thalia (Tex.: Imaginary place)', 'Mental Depression']",Pocket,French
0451524780,1986,"['crime novel', 'English Civil War']",Signet Classic,English
3453149807,2000,"['divinity', 'synchronicity']",Wilhelm Heyne Verlag,German
3453150538,1999,"['Ocean bottles', 'Fiction']",Wilhelm Heyne Verlag GmbH & Co KG,German
0671021362,1998,"['Vampires', 'Juvenile fiction']",Pocket Books,English
044023719X,2001,"['Actresses', 'Americans']",Dell Pub.,English
3453177622,2000,"['German language', 'Fiction']",Heyne,German
3453209613,2001,"['comic science fiction', 'Vogons']",Heyne,German
0060924349,1993,"['Literature', 'Entertainers']",Harper Perennial,English
0060923415,1993,"['New Age movement', 'Course in miracles']",HarperPerennial,English
0440236819,2003,"['Fiction', 'Motion picture actors and actresses']",Dell,Portuguese
3485009423,2002,,Nymphenburger,German
3453108574,1996,"['alcoholism', 'loyalty oaths']",Wilhelm Heyne Verlag,German
0425152367,1996,"['Women', 'Fiction']",Berkley,English
0553571737,1996,"['Fiction', 'Cults']",Bantam Books,English
042513329X,1992,"['Fiction', 'Jewelry trade']",Berkley Books,English
0425105709,2000,"['Fiction', 'Hercule Poirot (Fictitious character)']",Berkley Books,English
3442432626,1999,"['Fiction', 'Large type books']",Wilhelm Goldmann Verlag GmbH,German
0425108937,1988,"['Fiction', 'Patrick McLanahan (Fictitious character)']",Berkley,English
042512164X,1990,"['Fiction', 'Presidents']",berkley,English
0060955406,1999,"['Fiction', 'Teenage boys']",HarperPerennial,English
0425128164,1991,"['Fiction', 'Horror']",Berkley Books,English
0060938099,2003,"['War stories', 'Fiction']",Harper Perennial,English
3453099737,1996,"['Fiction, thrillers, supernatural', 'Angels, fiction']",Heyne,German
0425138984,1993,"['Old roses', 'Fiction']",Berkley Books,English
0671042475,2000,"['Frontier and pioneer life', 'Fiction']",Sonnet Books,English
0671039954,2001,"['Death', 'Families']",Pocket Books,English
0671039288,1999,"['Fiction', 'Buffy the Vampire Slayer (Fictitious character)']",Pocket Books,English
042514755X,1996,"['Mcnally, archy (fictitious character), fiction', 'Fiction, mystery & detective, hard-boiled']",Berkley,English
345307565X,1995,"['White House Chief of Staff', 'Central Intelligence Agency']",Wilhelm Heyne,German
3492121527,1995,"['Single women', 'Fiction']",Piper,German
006091291X,1985,"['Psychology', 'Psychological aspects']",Harper & Row,English
0671015648,1998,"['Ghostwriting', 'Fiction']",Washington Square Press,English
0553569376,1995,"['Princess Leia (Fictitious character)', 'Fiction']",Bantam Books,English
0451206681,2002,"['Male friendship', 'Ex-convicts']",Signet,English
0425174808,2000,"['United States. President', 'Crisis management in government']",Berkley Books,English
0670032808,2004,"['Married women', ""Politicians' spouses""]",Viking,English
0060505257,2001,"['Fiction', 'History']",HarperCollinsPublishers,English
0060505249,2003,"['Fiction', 'Historical Romance']",Avon Books,English
0425177750,2000,"['Celtic Antiquities', 'Mystery']",Berkley Prime Crime,English
0425178854,2001,"['Fiction, mystery & detective, women sleuths', 'California, fiction']",Berkley,English
0451205480,2002,"['Fiction', 'Mystery']",Signet,English
0440229707,2004,"[""Children's fiction"", 'Friendship, fiction']",Dell Books for Young Readers,English
0440227720,2000,"['Mystery', 'Kidnapping']",Delacorte Press,English
0060195932,2000,"['Biography', 'Biography & Autobiography']",HarperCollins Publishers,English
8420725927,1998,,Continental Book Company,Spanish
0609809997,2002,"['Civilization', 'Enlightenment']",Three Rivers Press,English
060980748X,2000,"['Biography & Autobiography', 'Description and travel']",Three Rivers Press,English
3596154049,2003,"['Belletristische Darstellung', 'Karolina Matilda <Dänemark, Königin>']",Fischer Taschenbuch Verlag,German
0060510323,2003,"['Juvenile fiction', 'Indians of South America']",Rayo,Spanish
0670843342,1994,"['Fiction', 'Health resorts']",Penguin Books,English
0451522273,1992,"['Accident victims', 'American fiction (fictional works by one author)']",Signet Classic,English
0451205987,2002,"['Historical romance', 'anthropology']",New American Library,English
0670888702,1999,"['Mystery', 'Police']",Viking,English
0425166627,1999,"['African American singers', 'African American television producers and directors']",Berkley Books,English
0671001809,1997,"['Underwater archaeology', 'Open Library Staff Picks']",Pocket Star Books,Turkish
0440235634,,,Dell Publishing Company,English
0553567675,1994,"['Fiction, general', 'Twins']",Bantam Books,English
0671004239,2000,"['Nursing home patients', 'Fiction']",Pocket Books,English
0451205553,2002,"['Fiction, general']",Signet,English
0671007610,1999,"['Fiction', 'Sisters']",Pocket Books,German
0671010107,1997,"['Fiction, Romance, Historical', 'Brothers, fiction']",Pocket Books,English
0451523660,1991,"['Fiction', 'Businessmen']","Signet Classic, published by the Penguin Group",English
0671010387,2000,"['Judicial error', 'Investigative reporting']",Pocket,English
0671013955,1997,"['Interplanetary voyages', 'Fiction']",Star Trek,English
0380785188,1997,"['Mystery', 'Fiction']",Avon,English
0452284902,2004,"['Young women', 'British']",Plume,English
0140434941,1996,"['British and irish drama (dramatic works by one author)', ""Children's fiction""]",Penguin Books,English
0380711079,1992,"['Fiction', ""Murder victims' families""]",Avon Books,English
0553104144,2000,"['Open Library Staff Picks', 'Fiction']",Bantam,English
0373825056,1992,"['Fiction', 'Contemporary Romance']",Harlequin Books,English
0140115773,1990,"['Voyages and travels', 'Travel']",Penguin Books,English
0373790872,2003,"['Fiction, romance, general']",Harlequin,English
1551669226,2002,"['Fiction', 'Romance']",MIRA,English
0451162145,1989,"['Vietnam War, 1961-1975', 'Veterans']",Signet,German
0688172377,1999,"['Beschneidung', 'Ma dchen']",Harper Perennial,English
0446603503,1996,"['Detective and mystery stories', 'Serial murders']",Warner Books,English
0373226144,2001,"['Fiction', 'Romantic Suspense']",Harlequin,English
0373790449,2002,"['Fiction', 'Passion']",Harlequin,English
0375701230,1998,"['Literature', 'Fathers and sons']",Vintage Books,English
0373441762,2003,"['Fiction', 'Contemporary romance']",Harlequin,English
0375702652,2000,,Vintage Books,English
0743403614,2000,"['Fiction, general', 'Orphans']",Pocket Books,English
068817776X,2000,"['Biography', 'Holocaust, Jewish (1939-1945)']",Perennial,English
0380729768,1997,"['Brothers and sisters', 'Fiction']",Harper Perennial,English
0380016362,1977,"['Biography', 'American Authors']",Avon,English
0446603635,1997,"['Fiction, science fiction, general', 'Genetic engineering']",Aspect,English
0698118650,2000,"['New York Times reviewed', ""Children's fiction""]",Puffin,English
0140171673,1992,"['Fiction', 'Unmarried mothers']",Penguin Books,English
1573221562,2000,"['Spiritualism', 'Social life and customs']",Riverhead Books,English
0380731169,2002,"['Fiction', 'Women novelists']",Avon,English
0380710811,1991,"['Fiction, historical', 'Rome, fiction']",Avon Books,English
0688160042,1998,"['Fantasy', 'Magic']",Greenwillow Books,English
0375502548,2000,"['Fiction', 'Organized crime']",Random House,English
0446606138,1999,"['Social life and customs', 'Fiction']",Warner Books,English
0380731142,2001,"['Fiction', 'Mystery']",Avon Books,English
0140189645,1995,"['fiction classics', 'literary criticism']",Penguin Books,English
0375507477,2002,"['African American women civil rights workers', 'Biography']",Random House,English
0140168389,1992,"['Fiction', 'Hurricanes']",Penguin Books,English
0553135457,1980,"['Fiction', 'Holocaust survivors']",Bantam Books,English
0373225628,2000,"['Fiction, romance, general']",Harlequin,English
0451179897,1996,"['Women detectives', 'Private investigators']",Signet,English
051508901X,1987,"['Historical fiction', 'Love stories']",Jove,English
0446604763,1998,"['Fiction in English', 'disaster novel']",Warner Books,German
1573220531,1997,"['Coincidence', 'Psychic aspects']",Riverhead Books,English
1566840287,1993,"['Fiction', 'Christmas']",Richard Paul Evans Publishing,English
0752809431,1998,"['English Detective and mystery stories', 'Police']",Orion mass market paperback,English
0380721457,1993,"['Fiction', 'Married women']",Avon,English
0140262156,1997,"['Unteroffizier', 'Guerilla']",Penguin,English
0140714146,1970,"['Drama', 'King Lear (Legendary character)']",Penguin Books,English
1551669560,2002,"['Fiction, romance, general', 'Texas, fiction']",MIRA Books,English
0446602213,1996,"['Inheritance and succession', 'Fiction']",Warner Vision Books,English
0373250312,2003,"['Fiction, general', 'New york (n.y.), fiction']",Red Dress Ink,English
0373250150,2002,"['Single women', 'Love stories']",Red Dress Ink,English
0446609846,1998,"['Fiction, fantasy, general']",Warner Books,English
0451166884,1988,"['Criminals', 'Murder']",Signet,English
0486272745,1992,"['Political science, early works to 1800', 'Machiavel, Nicolas, 1469-1527. Prince']",Dover Publications,English
0553099558,1995,"['American wit and humor', 'American wit and humor, social life and customs']",Bantam Books,English
0451131517,1984,"['Foreign relations', 'Iran Hostage Crisis, 1979-1981']",New American Library of Canada,Dutch
0380715732,1982,"['Matt Scudder (Fictitious character)', 'Fiction']",Arbor House,English
