ISBN,Title,Author,Year,Publisher,TotalRating,Subjects,Language
0525937676,Trial by Fire,Nancy Taylor Rosenberg,1996,Penguin USA,4,"['Detective and mystery stories', 'Fiction']",English
039914496X,Certain Prey,John Sandford,1999,Putnam Publishing Group,13,"['Private investigators', 'Detective and mystery stories']",English
0385311109,Promises,Belva Plain,1996,Bantam Dell Pub Group,9,"['Fiction', 'Married people']",English
0517121905,Three Complete Novels/September/Voices in Summer/the Carousel,Rosamunde Pilcher,1995,Wings,3,"['English Love stories', 'American Love stories']",English
0877958262,Belinda,Anne Rice,1986,Smithmark Pub,5,"['Fiction', 'Middle-aged men']",English
0385074077,Complete Stories and Poems of Edgar Allan Poe,Edgar Allan Poe,1966,Doubleday Books,4,"['busts', 'narrative poetry']",English
0060159790,Shining Through,Susan Isaacs,1988,Harpercollins,8,"['Fiction, general']",English
0385480547,The Undertaker's Widow,Philip Margolin,1998,Bantam Dell Pub Group,3,"['Judges', 'Detective and mystery stories']",English
0385470029,"Gone, but Not Forgotten",Phillip Margolin,1993,Bantam Dell Pub Group,4,"['Fiction', 'Women lawyers']",English
0060196246,Wild Justice,Phillip Margolin,2000,HarperCollins Publishers,4,"['Fiction', 'Serial murders']",English
0385182449,Pet Sematary,Stephen King,1993,Doubleday Books,14,"['fiction', 'thrillers']",English
075820390X,Hard,Emma Gold,2004,STRAPLESS,3,"['Labor', 'Fiction']",English
0375756604,Pipe Dream: A Novel,Solomon Jones,2001,Villard Books,2,"['Crack (Drug)', 'Drug addicts']",English
034542333X,Darwin's Radio,Greg Bear,1999,Del Rey Books,3,"['Fiction', 'Women molecular biologists']",English
0451408470,"Tall, Dark, and Deadly",Heather Graham,1999,Onyx Books,3,"['Missing persons', 'Missing persons in fiction']",English
0307201031,Go Fango: How to Be a Vampire (Compact Books),John R. Sansevere,1993,Golden Books,2,"['Vampires', 'Miscellanea']",English
0380703467,Poison Tree: A True Story of Family Terror,Alan Prendergast,1990,Harper Mass Market Paperbacks (Mm),2,"['Biography', 'Case studies']",English
0449147010,Friend or Faux,Joyce Christmas,1991,Fawcett Books,2,"['Margaret Priam (Fictitious character)', 'Fiction']",English
0684852926,The Devil's Teardrop : A Novel of the Last Night of the Century (Lincoln Rhyme Novels (Hardcover)),Jeffery Deaver,1999,Simon &amp; Schuster,2,"['Assassins', 'Police']",English
067086871X,The Bone Collector (Lincoln Rhyme Novels (Hardcover)),Jeff Deaver,1997,Viking Books,5,"['Rhyme, lincoln (fictitious character), fiction', 'Sachs, amelia (fictitious character), fiction']",English
0679425241,Dark Rivers of the Heart: A Novel,Dean R. Koontz,1994,Random House Inc,14,"['Fiction, suspense', 'Fiction, thrillers, general']",English
0505523302,Dark Prince,Christine Feehan,1999,Love Spell,6,"['collectionID:Gbodice_ripper', 'Fiction']",English
0743400836,Girl Talk,Julianna Baggott,2002,Washington Square Press,5,"['Mothers and daughters, fiction', 'Fiction, general']",English
084233498X,Leota's Garden,Francine Rivers,2000,Tyndale House Publishers,4,"['Literature', 'Fiction']",English
0670030880,Women About Town,Laura Jacobs,2002,Viking Books,2,"['Fiction', 'Social life and customs']",English
1582432678,We Need to Talk About Kevin: A Novel,Lionel Shriver,2003,Counterpoint Press,2,"['Fiction', 'Teenage boys']",English
0373836309,Lip Service (National Consumer Promotion),Lori Foster,2004,Harlequin,2,"['Fiction, romance, contemporary']",English
0451118189,Omen IV: Armageddon 2000,Gordon McGill,1982,New Amer Library (Mm),2,"['Fiction, science fiction, general']",English
0786889381,Armageddon: A Novel,M. C. Bolin,1998,Warner Books (Mm),4,"['Asteroids', 'Fiction']",English
093968098X,Bringers of the Dawn: Teachings from the Pleiadians,Barbara Marciniak,1992,Bear &amp; Company,2,"['Miscellanea', 'Spirit writings']",English
0843949880,City Infernal,Edward Lee,2002,Leisure Books,5,,English
0451513398,Walden and Civil Disobedience,Henry David Thoreau,1942,Signet Book,2,"['Biography', 'Homes and haunts']",English
0805042024,Outrageous Acts and Everyday Rebellions,Gloria Steinem,1995,Owl Books (NY),3,"['Biography', 'Feminism']",English
0452285178,Azur Like It,Wendy Holden,2004,Plume Books,2,"['Motion pictures', 'Film festivals']",English
0385304943,The Lilac Bus: Stories,Maeve Binchy,1991,Bantam Dell Pub Group,3,"['New York Times reviewed', 'Dublin (ireland), fiction']",English
1568655282,Light a Penny Candle,Maeve Binchy,1997,Doubleday Books,2,"['Fiction', 'Friendship']",English
0385313543,The Glass Lake,Maeve Binchy,1995,Delacorte Press,5,"['Fiction', 'Mothers and daughters']",English
0439113229,"Brother Brother, Sister Sister",Helen Dunmore,2000,Apple Signature (Scholastic),2,"['Juvenile fiction', 'Quadruplets']",English
0743464915,Dress You Up in My Love,Diane Stingley,2003,Downtown Press,4,"['Man-woman relationships', 'Fiction']",English
0811812308,Griffin &amp; Sabine: The Complete Postcards,Nick Bantock,1995,Chronicle Books,6,"['Imaginary letters', 'Toy and movable books']",German
0849996627,Pillow Talk For Couples : Drawing Closer Before the Lights Go Out,"Les, Dr Parrott",2003,J. Countryman,2,"['Couples', 'Marriage']",English
0842384189,"Apocalypse Dawn (Apocalypse Dawn, 1)",Mel Odom,2003,Tyndale House Publishers,2,"['End of the world', 'Rapture (Christian eschatology)']",English
0758205686,Ghosts of Boyfriends Past,Carly Alexander,2003,STRAPLESS,3,"['Romance fiction', 'Fiction']",English
0060578955,The Way the Crow Flies: A Novel (Today Show Book Club #18),Ann-Marie MacDonald,2003,HarperCollins,4,"['Fiction, historical, general', 'Ontario, fiction']",English
0312872380,Kushiel's Dart (Kushiel's Legacy),Jacqueline Carey,2001,Tor Books,4,"['Fiction, fantasy, general', 'Fiction']",English
0842319069,Winter Passing (Winter Passing),Cindy McCormick Martinusen,2000,Tyndale House Publishers,2,"['Jews', 'Fiction']",English
037325038X,A Clean Slate (Red Dress Ink),Laura Caldwell,2003,Red Dress Ink,5,"['Conduct of life', 'Fiction']",English
0747255504,Giving Up On Ordinary,Isla Dewar,1998,Headline,7,"['Stereotypes (Social psychology)', 'Single mothers']",English
0525938370,Some Girls,Kristin McCloy,1994,Dutton Books,2,"['Fiction', 'Friendship']",English
0373441096,"Making Mr Right / I Waxed My Legs for This? (Duets, 43)",Holly Jacobs,2001,Harlequin,2,"['Fiction, romance, general', 'Romance fiction']",English
1557732841,Corpse Had a Familiar Face,Edna Buchanan,1989,Jove Books,2,"['Memoir', 'Newspaper Reporting']",English
0843948647,Sleepeasy,T. M. Wright,2001,Leisure Books,2,,English
031226416X,The Year's Best Fantasy and Horror : Thirteenth Annual Collection,Terri Windling,2000,St. Martin's Griffin,2,"['Fantasy', 'Fiction anthologies & collections']",English
0786010630,Cruel Sacrifice,Aphrodite Jones,1994,Kensington Publishing Corporation,2,"['Delinquent girls', 'Murder']",English
0060179333,Colony,Anne Rivers Siddons,1992,Harpercollins,2,"['Fiction', 'Women']",English
067086191X,Trail of Secrets,Eileen Goudge,1996,Penguin USA,5,"['Mothers and daughters', 'Kidnapping']",English
0670849618,Blessing in Disguise,Eileen Goudge,1994,Viking Books,2,"['Fiction', 'Fathers and daughters']",English
0743457536,I Do (But I Don't),Cara Lockwood,2003,Downtown Press,13,"['Divorced women', 'Man-woman relationships']",English
1558744290,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Cloth)),Jack Canfield,1996,Health Communications,8,"['Women', 'Anecdotes']",English
0440105595,The Birth Order Book: Why You Are the Way You Are,Kevin Leman,1987,Dell Publishing Company,2,"['Birth order', 'Psychology']",English
0684802449,The Blood Countess: A Novel,Andrei Codrescu,1995,Simon &amp; Schuster,5,"['Fiction', 'Women murderers']",English
0385294166,Galapagos/300854,Kurt Vonnegut Jr.,1985,Smithmark Pub,4,"['American Science fiction', 'Fiction']",English
0898795982,Writing the Blockbuster Novel,Albert Zuckerman,1994,F &amp; W Pubns,2,"['Creative writing', 'Fiction']",English
0312974922,Rough Draft (A Thorn Mystery),James W. Hall,2001,St. Martin's Paperbacks,3,"['Detective and mystery stories', ""Murder victims' families in fiction""]",English
0385337574,Neurotica,SUE MARGOLIS,2003,Delta,5,"['Hypochondria', 'Jews']",English
0373250355,Milkrun (Red Dress Ink),Sarah Mlynowski,2003,Red Dress Ink,4,"['Romance', 'Chick Lit']",English
0812564367,Historic Haunted America (Haunted America),Michael Norman,1996,Tor Books,6,"['Fantomes', 'Haunted houses']",English
0440222699,Children of the Vampire: The Diaries of the Family Dracul (Diaries of the Family Dracul),Jeanne Kalogridis,1996,Dell Publishing Company,8,"['Fiction', 'Count Dracula (Fictitious character)']",English
0446364754,Children of the Night,Dan Simmons,1993,Warner Books,11,"['Fiction', 'Vampires']",English
1551667029,Heart On The Line,Judith Arnold,2003,Mira,2,"['Romance', 'Contemporary Romance']",English
0440401437,Beetles Lightly Toasted,Phyllis Reynolds Naylor,1989,Yearling Books,2,"['Cousins', 'Contests']",English
0517703246,Acts of Love,JUDITH MICHAEL,1997,Crown,2,"['Fiction', 'Theater']",English
0972848703,Halcyon Daze,Palmer Owyoung,2003,Villagemarket Publishing,3,"['Fiction, humorous, general']",English
0679422765,The Killer Department: Detective Viktor Burakov's Eight-Year Hunt for the Most Savage Serial Killer in Russian History,Robert Cullen,1993,Random House Inc,2,"['Murder', 'serIal murder']",English
0875961630,"The Practical Encyclopedia of Sex and Health: From Aphrodisiacs and Hormones to Potency, Stress, Vasectomy and Yeast Infection",Stefan Bechtel,1993,St Martins Pr,2,"['Sexual Hygiene', 'Encyclopedias']",English
0809230801,1001 Simple Ways to Lose Weight: Proven Tips for Losing Those Extra Pounds-- And Keeping Them of,Gary L. Rempe,1997,McGraw-Hill/Contemporary Books,2,['Weight loss'],English
0440226139,Perfidia: A Novel,Judith Rossner,1998,Dell Publishing Company,5,"['Fiction', 'Mothers and daughters']",English
0345392515,The Anne Rice Trivia Book,Katherine Ramsland,1994,Ballantine Books,3,"['American Fantasy fiction', 'American Horror tales']",English
1582341591,Five Mile House : A Novel,Karen Novak,2001,Bloomsbury USA,4,"['Haunted houses', 'horror']",English
0451127897,Stand,Stephen King,1980,Signet Book,7,"['suspense & thriller', 'gothic & horror']",English
0525940421,The Key to Susanna,Hilary Norman,1996,Penguin USA,2,"['Married women', 'Psychology']",English
0451178017,Over the Edge,Jonathan Kellerman,1993,Signet Book,10,"['New York Times reviewed', 'Fiction']",English
042517770X,The Wrong Child,Patricia Kay,2000,Berkley Publishing Group,3,"['Fiction', 'Infants switched at birth']",unknown
0452280672,Something to Declare,Julia Alvarez,1999,Plume Books,2,"['20th century', 'Authorship']",English
0380760614,Gremlins 2: The New Batch,David Bischoff,1990,Avon Books,2,"['Fiction, science fiction, general']",English
0804115397,Shadow Woman (Jane Whitfield Novel),Thomas Perry,1998,Ivy Books,4,,English
0698109597,Ghost Story,Peter Straub,1979,Putnam Pub Group,4,"['Horror tales', 'Detective and mystery stories']",English
0399144048,Firebird,Janice Graham,1998,Putnam Publishing Group,5,"['Fiction', 'Ranchers']",English
0373484372,Wings In The Night,Maggie Shayne,2001,Silhouette,3,"['Fiction, romance, general']",English
0312952228,The Ryer Avenue Story,Dorothy Uhnak,1994,St Martins Pr,3,"['Fiction', 'Large type books']",English
0061008737,The House Next Door,Anne Rivers Siddons,1995,HarperTorch,6,"['Dwellings', 'Fiction']",English
0446526916,All that Lives: A Novel of the Bell Witch,Melissa Sanders-Self,2002,Warner Books,4,"['Fiction', 'Fiction, historical, general']",English
0441007562,The Rainy Season,James P. Blaylock,2000,Ace Books,3,"['Fiction', 'Nieces']",English
0451403789,Fascination: A Novel,Hilary Norman,1994,Onyx Books,3,"['Gems', 'Collectors and collecting']",unknown
0451186281,California Angel,Nancy Taylor Rosenberg,1995,New Amer Library,3,"['Angels', 'Fiction']",unknown
1888848359,Omega Code: Another Has Risen from the Dead,Paul F. Crouch,1999,Western Front Ltd,2,"['Armageddon', 'Fiction']",English
0684869241,The Burning Times: A Novel,Jeanne Kalogridis,2002,Simon &amp; Schuster,7,"['Abbesses, Christian', 'Christian Abbesses']",English
0060393203,Getting over It,Anna Maxted,2000,ReganBooks,6,"['Man-woman relationships', 'Fiction']",English
0380791242,First Cut,Leah R. Robinson,1998,Avon,4,"['Emergency service', 'Fiction']",English
0446601403,Best of Marion Zimmer Bradley Fantasy Magazine - Volume 1,Marion Zimmer Bradley,1994,Aspect,2,"['American Science fiction', 'American Fantasy fiction']",English
0373709161,"Unknown Sister (Twins) (Superromance, 916)",Rebecca Winters,2000,Harlequin,2,"['Fiction, romance, general']",English
0060195827,Paradise Alley: A Novel (Today Show Book Club #6),Kevin Baker,2002,HarperCollins,4,"['Fiction, historical, general', 'Draft Riot, New York, N.Y., 1863']",English
0743403436,Enemy Within,Robert K. Tanenbaum,2002,Pocket Star,6,"['Police corruption', 'Fiction']",English
0061092827,Shades of Grace,Barbara Delinsky,1997,HarperTorch,10,"['Fiction', 'Mothers and daughters']",English
0890098018,Tales of the Sea,Joseph Conrad,1984,Book Sales,2,"['Short stories', 'English Sea stories']",English
0312973624,Monica's Story,Andrew Morton,1999,St. Martin's Press,2,"['Biography', 'Governmental investigations']",English
0449000613,Rose Cottage,Mary Stewart,1998,Ivy Books,6,"['Villages', 'Identification']",English
0553577360,The Garden Tour Affair (Gardening Mysteries (Paperback)),Ann Ripley,1999,Bantam Books,4,"['Mystery', 'Gardening']",English
0380705745,The Estate of the Beckoning Lady,Margery Allingham,1989,Harper Mass Market Paperbacks (Mm),4,"['Private investigators', 'Albert Campion (Fictitious character)']",English
0671657798,"Goodbye, Nanny Gray",Susannah Stacey,1989,Pocket Books (Mm),2,"['Fiction', 'Robert Bone (Fictitious character)']",English
0312209290,True Believers : A Gregor Demarkian Mystery (A Gregor Demarkian Mystery),Jane Haddam,2001,St. Martin's Minotaur,2,"['Private investigators', 'Detective and mystery stories']",English
0020415133,Wolf Rider,Avi,1993,Simon Pulse,2,"['Fathers and sons', 'Mystery and detective stories']",English
0812507584,Trojan Gold,Elizabeth Peters,1988,Tor Books,2,"['Fiction', 'Women art historians']",English
0140440100,Adventures of Don Quixote (Classics S.),Miguel De Cervantes,1988,Penguin Books,5,"['Don Quixote (Cervantes Saavedra, Miguel de)', 'Quotations']",English
0778320561,Summer By the Sea (Mira),Susan Wiggs,2004,Mira,2,"['Fiction', 'First loves']",English
0451173406,Suspicion of Innocence,Barbara Parker,1994,Signet Book,7,"['Fiction', 'Gail Connor (Fictitious character)']",English
0345424301,Nameless Magery (Del Rey Discovery),Delia Marshall Turner,1998,Del Rey,2,['American Fantasy fiction'],English
0786865342,Keep the Connection : Choices for a Better Body and a Healthier Life,Bob Greene,1999,Hyperion,3,"['Physical fitness', 'Health']",English
0060572965,Dead Witch Walking,Kim Harrison,2004,HarperTorch,6,"['Vampires', 'Fiction']",English
0843950366,Body Electric,Susan Squires,2002,Leisure Books,5,"['Man-woman relationships', 'Computer programs']",English
0316926345,Brideshead Revisited,Evelyn Waugh,1999,Back Bay Books,7,"['Catholics', 'Family']",English
0553568949,The Sacrifice:  The First Book of the Fey,Kristine Kathryn Rusch,1995,Spectra Books,2,['American Fantasy fiction'],English
0553238159,Dragon Drums,Anne Mccaffrey,1982,Bantam Doubleday Dell,2,"['Fiction, fantasy, general', 'Pern (imaginary place), fiction']",English
0886775752,Turning Point (Daw Book Collectors),Lisanne Norman,1993,Daw Books,2,"['Fiction', 'Science Fiction']",English
0505524384,Aphrodite's Kiss (Time of Your Life),Julie Kenner,2001,Dorchester Publishing Company,3,,English
0553567764,Prince of Dreams,Susan Krinard,1996,Fanfare,4,"['Fiction, romance, general', 'Vampires']",English
0843945559,Sips of Blood,Mary Ann Mitchell,1999,Leisure Books,3,"['fiction', 'vampire']",English
0061092886,The Fallen Man (Joe Leaphorn Novels),Tony Hillerman,1997,HarperTorch,23,"['Fiction', 'Navajo Indians']",English
044100069X,Deerskin,Robin McKinley,1994,Ace Books,18,"['Fiction', 'Princesses']",English
0671024825,Wither's Rain : A Wendy Ward Novel,John Passarella,2003,Pocket Star,2,"['Fiction', 'Demonology']",English
0765300346,War for the Oaks,Emma Bull,2001,Orb Books,11,"['Women singers in fiction', 'City and town life in fiction']",English
0525937668,The Book of Reuben,Tabitha King,1994,Penguin USA,2,"['Fiction', 'Man-woman relationships']",English
